uf_mun_x,total,AFR,ASI,EST,FRC,GER,GRE,IBR,ITA,JEW,MUS,NOR,RUS
AP_PEDRA BRANCA DO AMAPARI,6701,0.2686,1.1939,0.0448,0.776,0.5372,0.0,97.1497,0.0149,0.0,0.0149,0.0,0.0
AP_PORTO GRANDE,13057,0.1838,1.1029,0.0,0.9037,0.2068,0.0153,97.5415,0.023,0.0,0.0153,0.0077,0.0
AP_PRACUUBA,2282,0.0438,0.6573,0.0,0.3944,0.9202,0.0,97.9842,0.0,0.0,0.0,0.0,0.0
AP_SANTANA,90591,0.3069,0.5773,0.0132,1.1535,0.2108,0.011,97.5494,0.0155,0.0519,0.053,0.0055,0.0519
AP_SERRA DO NAVIO,3315,0.3017,0.181,0.0,0.8145,0.0302,0.0302,98.5822,0.0,0.0,0.0302,0.0,0.0302
AP_TARTARUGALZINHO,9153,0.1202,0.4589,0.0109,0.874,0.2076,0.0,98.2738,0.0109,0.0,0.0437,0.0,0.0
AP_VITORIA DO JARI,13221,0.1437,0.4992,0.0,1.3766,0.0983,0.0,97.6628,0.0,0.0,0.0,0.0076,0.2118
BA_ABAIRA,8585,0.0349,0.1165,0.0,0.2446,0.0116,0.0,99.5923,0.0,0.0,0.0,0.0,0.0
BA_ABARE,13425,1.0726,0.067,0.0,0.4618,0.0149,0.0,98.2346,0.1266,0.0,0.0223,0.0,0.0
BA_ACAJUTIBA,18513,0.0162,0.4537,0.0054,0.1891,0.0864,0.0,99.1952,0.027,0.0054,0.0216,0.0,0.0
BA_ADUSTINA,12065,0.0414,0.0497,0.0083,0.2901,0.0332,0.0332,99.5358,0.0,0.0,0.0083,0.0,0.0
BA_AGUA FRIA,15208,0.0395,0.3945,0.0,0.1052,0.1052,0.0066,99.3359,0.0132,0.0,0.0,0.0,0.0
BA_AIQUARA,4737,0.0211,0.5066,0.0,0.6122,0.0,0.0211,98.8389,0.0,0.0,0.0,0.0,0.0
BA_ALAGOINHAS,139211,0.1178,0.5682,0.0345,0.4741,0.2485,0.0208,98.4355,0.0216,0.0014,0.0754,0.0022,0.0
BA_ALCOBACA,24565,0.2565,0.3623,0.0244,1.5469,0.2646,0.0122,97.3417,0.0448,0.0,0.1425,0.0,0.0041
BA_ALMADINA,7434,0.0538,0.3766,0.0,0.3632,0.0269,0.0135,99.1256,0.0,0.0,0.0404,0.0,0.0
BA_AMARGOSA,38637,0.0725,0.6393,0.0285,0.5694,0.0595,0.0052,98.5843,0.0052,0.0,0.0311,0.0052,0.0
BA_AMELIA RODRIGUES,25102,0.0996,0.6852,0.0398,0.5697,0.2669,0.0159,98.1515,0.008,0.0,0.1633,0.0,0.0
BA_AMERICA DOURADA,10921,0.0733,0.3022,0.0,0.3022,0.0916,0.0,99.2034,0.0,0.0,0.0275,0.0,0.0
BA_ANAGE,18425,0.1791,0.1628,0.0,0.1737,0.0109,0.0054,99.4084,0.0163,0.0,0.0434,0.0,0.0
BA_ANDARAI,13662,0.0366,0.4538,0.0146,0.3587,0.1244,0.0,98.946,0.0293,0.0,0.0366,0.0,0.0
BA_ANDORINHA,15854,0.0505,0.0252,0.0252,0.3028,0.0189,0.0,99.5711,0.0,0.0,0.0063,0.0,0.0
BA_ANGICAL,13844,0.2167,0.7296,0.0072,2.0948,0.0867,0.0072,96.8434,0.0072,0.0,0.0072,0.0,0.0
BA_ANGUERA,10462,0.0956,0.1051,0.3345,0.736,0.0382,0.0,98.6714,0.0096,0.0,0.0096,0.0,0.0
BA_ANTAS,13404,0.0597,0.4103,0.0,0.3656,0.0224,0.0,99.142,0.0,0.0,0.0,0.0,0.0
BA_ANTONIO CARDOSO,12258,0.0163,0.3426,0.0408,0.9218,0.0082,0.0163,98.6213,0.0082,0.0,0.0245,0.0,0.0
BA_ANTONIO GONCALVES,10350,0.0386,0.0966,0.0193,0.6184,0.0193,0.0,99.1594,0.0,0.0,0.0097,0.0386,0.0
BA_APORA,14411,0.0625,0.2845,0.0069,0.2776,0.0139,0.0,99.2991,0.0416,0.0,0.0139,0.0,0.0
BA_APUAREMA,6070,0.0824,0.4778,0.0,0.9061,0.1153,0.0165,98.3361,0.0,0.0,0.0659,0.0,0.0
BA_ARACAS,10061,0.0596,0.3181,0.0199,0.7057,0.5964,0.0,98.191,0.0,0.0,0.1093,0.0,0.0
BA_ARACATU,13701,0.0438,0.0803,0.0,0.1971,0.0,0.0,99.6132,0.0584,0.0,0.0073,0.0,0.0
BA_ARACI,45488,0.0396,2.5259,0.0022,0.0703,0.033,0.0,97.0102,0.0132,0.0,0.3056,0.0,0.0
BA_ARAMARI,9773,0.1739,0.5218,0.0,0.1228,0.0409,0.0102,99.0689,0.0102,0.0,0.0512,0.0,0.0
BA_ARATACA,8694,0.3681,0.2646,0.0,0.2761,0.1955,0.023,98.7808,0.0,0.0,0.092,0.0,0.0
BA_ARATUIPE,8479,0.1533,0.8138,0.0118,0.5897,0.0236,0.0,98.3607,0.0236,0.0,0.0236,0.0,0.0
BA_AURELINO LEAL,13500,0.1926,0.2815,0.0,0.7185,0.1704,0.0,98.563,0.0222,0.0,0.0519,0.0,0.0
BA_BAIANOPOLIS,12919,0.0774,0.8128,0.0077,0.4567,0.5651,0.0,98.0649,0.0155,0.0,0.0,0.0,0.0
BA_BAIXA GRANDE,20930,0.0334,0.4587,0.1672,0.8409,0.0478,0.0048,98.4281,0.0048,0.0,0.0143,0.0,0.0
BA_BANZAE,10294,0.0389,0.2137,0.0,0.0777,0.0194,0.0971,99.5337,0.0194,0.0,0.0,0.0,0.0
BA_BARRA,39729,0.0654,0.5235,0.0,0.3171,0.0277,0.0,99.0234,0.0227,0.0076,0.0025,0.0101,0.0
BA_BARRA DA ESTIVA,21668,0.0646,0.1154,0.0046,0.7523,0.1061,0.0508,98.8278,0.0692,0.0,0.0092,0.0,0.0
BA_BARRA DO CHOCA,28422,0.2428,0.1548,0.0035,0.2744,0.0739,0.0,99.2189,0.0141,0.0,0.0176,0.0,0.0
BA_BARRA DO MENDES,15003,0.0467,0.1266,0.0067,0.2533,0.02,0.0,99.4601,0.0,0.0,0.0866,0.0,0.0
BA_BARRA DO ROCHA,5427,0.2395,0.1474,0.0553,0.5159,0.0553,0.0,98.9128,0.0184,0.0,0.0553,0.0,0.0
BA_BARREIRAS,137551,0.2072,0.5612,0.024,1.0454,0.8121,0.0422,97.1901,0.032,0.0007,0.0662,0.016,0.0029
BA_BARRO ALTO,11022,0.0635,0.0726,0.0091,0.4083,0.0454,0.0,99.1109,0.1089,0.0,0.1815,0.0,0.0
BA_BARRO PRETO,7135,0.0701,0.5326,0.0,0.2663,0.1682,0.0,98.8788,0.028,0.0,0.0561,0.0,0.0
BA_BARROCAS,10382,0.0096,0.3082,0.0,0.5779,0.0385,0.0,99.0175,0.0,0.0,0.0482,0.0,0.0
BA_BELMONTE,20171,0.2033,0.4462,0.0099,0.6147,0.4164,0.0149,97.9128,0.0992,0.005,0.2776,0.0,0.0
BA_BELO CAMPO,17542,0.7183,0.114,0.0,0.3933,0.057,0.0114,98.4323,0.0285,0.0,0.2337,0.0114,0.0
BA_BIRITINGA,14928,0.0067,0.3081,0.0,0.422,0.067,0.0,99.1961,0.0,0.0,0.0,0.0,0.0
BA_BOA NOVA,15606,0.2819,0.2435,0.2179,0.2755,0.0064,0.0,98.9491,0.0064,0.0,0.0192,0.0,0.0
BA_BOA VISTA DO TUPIM,17950,0.0056,0.2006,0.1003,0.2953,0.0111,0.0,99.3816,0.0056,0.0,0.0,0.0,0.0
BA_BOM JESUS DA LAPA,65336,0.1347,0.3398,0.0046,0.4775,0.101,0.0015,98.8812,0.0077,0.0,0.0505,0.0015,0.0
BA_BOM JESUS DA SERRA,7650,0.0261,0.183,0.0784,0.1176,0.1046,0.0,99.4902,0.0,0.0,0.0,0.0,0.0
BA_BONINAL,11844,0.5657,0.4053,0.2617,1.6717,0.1604,0.0,96.8845,0.0084,0.0,0.0338,0.0084,0.0
BA_BONITO,11596,0.1897,0.4226,0.0086,0.4743,0.0517,0.0086,98.6116,0.0345,0.0,0.1983,0.0,0.0
BA_BOQUIRA,20888,0.1149,0.5745,0.0,0.4069,0.067,0.0096,98.7936,0.0,0.0,0.0335,0.0,0.0
BA_BOTUPORA,12584,0.0795,0.0159,0.0,0.1748,0.0715,0.0,99.6503,0.0079,0.0,0.0,0.0,0.0
BA_BREJOES,14509,0.2481,1.3026,0.0069,0.5652,0.0345,0.0,97.7876,0.0345,0.0,0.0207,0.0,0.0
BA_BREJOLANDIA,9514,0.0,0.1682,0.0,0.6201,0.021,0.0,99.1907,0.0,0.0,0.0,0.0,0.0
BA_BROTAS DE MACAUBAS,11704,0.0085,0.1367,0.0085,0.1538,0.0598,0.0085,99.607,0.0,0.0,0.0171,0.0,0.0
BA_BRUMADO,74447,0.0806,0.2767,0.0054,0.4903,0.1007,0.0578,98.8717,0.0497,0.0013,0.0658,0.0,0.0
BA_BUERAREMA,23699,0.0802,0.3798,0.0675,0.3165,0.173,0.0042,98.8481,0.0506,0.0,0.0717,0.0084,0.0
BA_BURITIRAMA,14909,0.0134,0.0335,0.0,0.5031,0.0,0.0,99.45,0.0,0.0,0.0,0.0,0.0
BA_CAATIBA,6849,0.0146,0.219,0.0,0.4088,0.4234,0.0292,98.8611,0.0438,0.0,0.0,0.0,0.0
BA_CABACEIRAS DO PARAGUACU,12898,0.0233,1.7832,0.0,0.8528,0.0155,0.0698,97.2166,0.0155,0.0,0.0233,0.0,0.0
BA_CACHOEIRA,34765,0.1237,0.3423,0.0144,0.8227,0.1409,0.0058,98.4467,0.0144,0.0,0.0863,0.0029,0.0
BA_CACULE,22522,0.0311,0.2486,0.0044,0.3685,0.071,0.0044,99.2452,0.0178,0.0,0.0044,0.0044,0.0
BA_CAEM,10514,0.1712,0.1141,0.0,0.5231,0.019,0.0476,99.0108,0.0571,0.0,0.0571,0.0,0.0
BA_CAETANOS,7936,0.315,0.0252,0.0,0.189,0.0126,0.0,99.4582,0.0,0.0,0.0,0.0,0.0
BA_CAETITE,56703,0.0423,0.0952,0.0176,0.2963,0.0917,0.0035,99.3422,0.097,0.0,0.0088,0.0035,0.0018
BA_CAFARNAUM,16445,0.1338,0.3284,0.0,0.4682,0.0669,0.0,99.0027,0.0,0.0,0.0,0.0,0.0
BA_CAIRU,10630,0.1411,0.8278,0.047,1.5992,0.9219,0.0376,96.2277,0.0847,0.0188,0.0564,0.0282,0.0094
BA_CALDEIRAO GRANDE,10779,0.0371,0.0928,0.0,0.5103,0.0278,0.2598,98.9981,0.0464,0.0,0.0186,0.0093,0.0
BA_CAMACAN,32642,0.2083,0.3278,0.0153,0.4411,0.1562,0.0061,98.793,0.0337,0.0,0.0184,0.0,0.0
BA_CAMACARI,169905,0.2537,0.4732,0.02,0.6315,0.2125,0.0141,98.292,0.0218,0.0053,0.0577,0.01,0.0082
BA_CAMAMU,34844,0.1578,0.4764,0.0057,0.5969,0.0804,0.3157,98.301,0.0057,0.0,0.0603,0.0,0.0
BA_CAMPO ALEGRE DE LOURDES,25546,0.9082,0.0939,0.0039,0.1213,0.0313,0.0117,98.7982,0.0078,0.0,0.0078,0.0157,0.0
BA_CAMPO FORMOSO,72437,0.1491,0.5108,0.0083,0.4763,0.0704,0.0014,98.7617,0.0041,0.0,0.0152,0.0028,0.0
BA_CANAPOLIS,10170,0.0,1.4553,0.0,0.5015,0.0,0.0,98.0433,0.0,0.0,0.0,0.0,0.0
BA_CANARANA,20693,0.6862,0.2561,0.0,0.2996,0.0435,0.0145,98.5889,0.0483,0.0,0.0483,0.0145,0.0
BA_CANAVIEIRAS,36833,0.4453,0.3719,0.019,1.1701,0.4887,0.0027,97.4099,0.019,0.0027,0.0597,0.0109,0.0
BA_CANDEAL,9822,0.0713,0.0204,0.0509,0.2851,0.0204,0.0,99.552,0.0,0.0,0.0,0.0,0.0
BA_CANDEIAS,80000,0.1688,0.605,0.02,0.655,0.0638,0.0038,98.3712,0.0112,0.0,0.1,0.0012,0.0
BA_CANDIBA,14764,0.1287,0.0271,0.0,0.5215,0.0406,0.0135,99.1127,0.1151,0.0,0.0271,0.0135,0.0
BA_CANDIDO SALES,23176,0.1294,0.1208,0.0,0.3495,0.0345,0.0043,99.1629,0.0518,0.0,0.1467,0.0,0.0
BA_CANSANCAO,34035,0.0676,0.2262,0.0059,0.2086,0.4672,0.0,98.8806,0.0029,0.0,0.141,0.0,0.0
BA_CANUDOS,13851,0.2816,0.1516,0.0072,0.3465,0.0361,0.0505,99.0831,0.0361,0.0072,0.0,0.0,0.0
BA_CAPELA DO ALTO ALEGRE,9074,0.0661,0.1212,0.022,0.1763,0.0,0.011,99.5812,0.0,0.0,0.022,0.0,0.0
BA_CAPIM GROSSO,26277,0.137,0.1979,0.0114,0.7269,0.0152,0.0,98.8507,0.019,0.0,0.0343,0.0038,0.0038
BA_CARAIBAS,6737,0.668,0.282,0.0,0.2078,0.0,0.0,98.6938,0.0,0.0,0.1484,0.0,0.0
BA_CARAVELAS,22732,0.2727,0.5191,0.0308,1.2845,0.4619,0.0396,97.0394,0.0352,0.0132,0.2683,0.0352,0.0
BA_CARDEAL DA SILVA,8725,0.0802,0.5731,0.0,0.1375,0.0344,0.0,99.1289,0.0,0.0,0.0458,0.0,0.0
BA_CARINHANHA,25753,0.1204,0.3883,0.0,2.2211,0.0544,0.0039,97.1809,0.0116,0.0,0.0116,0.0,0.0078
BA_CASA NOVA,61756,0.2413,0.1506,0.0049,0.1814,0.047,0.0065,99.3636,0.0,0.0,0.0049,0.0,0.0
BA_CASTRO ALVES,32776,0.1251,0.3478,0.0885,0.5065,0.0763,0.0183,98.7735,0.0214,0.0,0.0427,0.0,0.0
BA_CATOLANDIA,2974,0.0,0.1009,0.0,0.4035,0.0,0.0,99.462,0.0336,0.0,0.0,0.0,0.0
BA_CATU,56888,0.1354,0.4781,0.0264,1.1936,0.0932,0.0035,98.0101,0.0141,0.0,0.0439,0.0018,0.0
BA_CATURAMA,7857,0.0,0.0891,0.0,0.2164,0.0764,0.0,99.5927,0.0127,0.0,0.0127,0.0,0.0
BA_CENTRAL,16533,0.0907,0.1391,0.0,0.1512,0.5807,0.006,99.0322,0.0,0.0,0.0,0.0,0.0
BA_CHORROCHO,9337,0.2463,0.0107,0.075,0.332,0.0321,0.0,99.1967,0.0857,0.0,0.0214,0.0,0.0
BA_CICERO DANTAS,30245,0.1124,0.1422,0.0,0.5059,0.0231,0.0033,99.1569,0.0496,0.0,0.0066,0.0,0.0
BA_CIPO,15563,0.1221,0.2442,0.0129,0.2699,0.045,0.0193,99.2418,0.0064,0.0,0.0257,0.0129,0.0
BA_COARACI,25276,0.1345,0.5104,0.0158,0.3482,0.1226,0.004,98.7815,0.0198,0.0,0.0593,0.004,0.0
BA_COCOS,16372,0.0183,0.0244,0.0,0.3848,0.1771,0.0,99.1693,0.2199,0.0,0.0061,0.0,0.0
BA_CONCEICAO DA FEIRA,22811,0.0789,0.1578,0.0789,1.302,0.3025,0.0,98.0273,0.0175,0.0,0.0351,0.0,0.0
BA_CONCEICAO DO ALMEIDA,17707,0.0904,1.186,0.0056,0.6043,0.0734,0.0056,97.9443,0.0847,0.0,0.0056,0.0,0.0
BA_CONCEICAO DO COITE,62092,0.0515,0.3269,0.0,0.2464,0.0628,0.0,99.2463,0.0064,0.0,0.0596,0.0,0.0
BA_CONCEICAO DO JACUIPE,30861,0.1102,0.3629,0.0097,0.593,0.1264,0.013,98.7071,0.0227,0.0,0.0518,0.0032,0.0
BA_CONDE,19548,0.0358,0.399,0.0256,0.9924,0.1637,0.0,98.2812,0.0102,0.0,0.0665,0.0256,0.0
BA_CONDEUBA,19957,0.0952,0.2305,0.01,0.3207,0.0651,0.0301,99.2133,0.0301,0.0,0.005,0.0,0.0
BA_CONTENDAS DO SINCORA,5668,0.3352,0.1941,0.0,0.2823,0.0353,0.0529,99.0826,0.0,0.0,0.0176,0.0,0.0
BA_CORACAO DE MARIA,28142,0.1635,0.4975,0.0178,0.7462,0.0569,0.0142,98.3725,0.0,0.0,0.1315,0.0,0.0
BA_CORDEIROS,8234,0.3279,0.1457,0.0,0.8744,0.1336,0.0,98.4819,0.0,0.0,0.0121,0.0243,0.0
BA_CORIBE,15860,0.3531,0.1261,0.0,0.4855,0.0315,0.0,98.9786,0.0126,0.0,0.0126,0.0,0.0
BA_CORONEL JOAO SA,14394,0.3404,0.0417,0.0,0.0,0.0208,0.0,99.5971,0.0,0.0,0.0,0.0,0.0
BA_CORRENTINA,36199,0.0442,0.221,0.0111,0.3729,0.1575,0.0,99.1712,0.0138,0.0,0.0055,0.0028,0.0
BA_COTEGIPE,11824,0.1945,0.3552,0.0169,4.1441,0.0254,0.0,95.247,0.0,0.0085,0.0,0.0085,0.0
BA_CRAVOLANDIA,5122,0.1952,0.0781,0.0195,0.2538,0.1171,0.0,99.3167,0.0195,0.0,0.0,0.0,0.0
BA_CRISOPOLIS,16571,0.0785,0.6276,0.0,0.1569,0.0,0.006,99.1129,0.0,0.0,0.0181,0.0,0.0
BA_CRISTOPOLIS,12569,0.3898,0.4933,0.0477,3.0074,0.1353,0.008,95.7992,0.0477,0.0,0.0239,0.0477,0.0
BA_CRUZ DAS ALMAS,66890,0.1719,0.2646,0.0284,0.7355,0.1779,0.0105,98.4497,0.0598,0.0,0.0822,0.0194,0.0
BA_CURACA,25973,0.4197,0.1463,0.0077,0.6853,0.2118,0.1194,98.2251,0.0809,0.0,0.1001,0.0039,0.0
BA_DARIO MEIRA,11387,0.0439,0.1932,0.0351,0.2635,0.0703,0.0,99.3062,0.079,0.0,0.0088,0.0,0.0
BA_DIAS D'AVILA,56747,0.2661,0.5798,0.0176,0.8212,0.2432,0.0088,97.9717,0.0211,0.0,0.0687,0.0018,0.0
BA_DOM BASILIO,10739,0.0372,0.0279,0.0093,0.2235,0.0186,0.0,99.6834,0.0,0.0,0.0,0.0,0.0
BA_DOM MACEDO COSTA,5259,0.038,0.2282,0.0,1.4261,0.0761,0.0,98.2316,0.0,0.0,0.0,0.0,0.0
BA_ELISIO MEDRADO,8361,0.0837,0.2272,0.0,0.1316,0.012,0.0,99.4977,0.012,0.0,0.012,0.0239,0.0
BA_ENCRUZILHADA,17550,0.0684,0.2051,0.0,0.7179,0.0684,0.0057,98.9231,0.0114,0.0,0.0,0.0,0.0
BA_ENTRE RIOS,40240,0.087,0.3678,0.0,0.6213,0.1417,0.005,98.6357,0.0199,0.0,0.1218,0.0,0.0
BA_ERICO CARDOSO,9374,0.2347,0.0533,0.0,0.064,0.0213,0.0,99.616,0.0,0.0,0.0107,0.0,0.0
BA_ESPLANADA,28672,0.1186,0.3383,0.0105,0.2337,0.0663,0.007,99.135,0.0105,0.0,0.0802,0.0,0.0
BA_EUCLIDES DA CUNHA,64178,0.1091,0.2104,0.0187,0.2961,0.0452,0.0031,99.2583,0.0171,0.0,0.039,0.0031,0.0
BA_EUNAPOLIS,110534,0.1303,0.5084,0.0136,1.0232,0.5274,0.0154,97.636,0.0317,0.0018,0.1013,0.0109,0.0
BA_FATIMA,14282,0.042,0.098,0.0,0.112,0.035,0.0,99.7129,0.0,0.0,0.0,0.0,0.0
BA_FEIRA DA MATA,4665,0.0,0.0429,0.0,0.9432,0.0,0.0,98.9925,0.0214,0.0,0.0,0.0,0.0
BA_FEIRA DE SANTANA,578484,0.176,0.4389,0.0398,0.8282,0.1409,0.0154,98.2731,0.0164,0.0012,0.0612,0.0083,0.0007
BA_FILADELFIA,14087,0.1775,0.1278,0.0071,0.4543,0.0497,0.0071,99.1765,0.0,0.0,0.0,0.0,0.0
BA_FIRMINO ALVES,5244,0.3814,0.2479,0.0,0.3623,0.0953,0.0,98.8749,0.0191,0.0,0.0191,0.0,0.0
BA_FLORESTA AZUL,11127,0.0809,0.1977,0.0,0.4494,0.027,0.0449,99.1822,0.0,0.0,0.018,0.0,0.0
BA_FORMOSA DO RIO PRETO,21704,0.1152,0.5022,0.0,0.6082,0.5391,0.0046,98.0971,0.0829,0.0046,0.0138,0.0323,0.0
BA_GANDU,34520,0.1043,0.4085,0.0,0.4171,0.0435,0.0058,98.9368,0.0087,0.0,0.0724,0.0029,0.0
BA_GAVIAO,4616,0.0,0.2383,0.0,0.5199,0.0217,0.0,99.2201,0.0,0.0,0.0,0.0,0.0
BA_GENTIO DO OURO,9312,0.0322,0.1933,0.0,0.1396,0.0859,0.0,99.4953,0.043,0.0,0.0,0.0107,0.0
BA_GLORIA,12431,4.4727,0.1448,0.0241,1.6411,0.0322,0.0161,93.653,0.0161,0.0,0.0,0.0,0.0
BA_GONGOGI,6438,0.1398,0.1864,0.0155,0.3107,0.0621,0.0,99.068,0.0466,0.0,0.1709,0.0,0.0
BA_GOVERNADOR MANGABEIRA,20614,0.0776,0.3396,0.0,0.65,0.0873,0.0049,98.6951,0.0243,0.0,0.1164,0.0049,0.0
BA_GUAJERU,7287,0.3156,0.9332,0.0,0.4529,0.0,0.0,98.2297,0.0,0.0,0.0686,0.0,0.0
BA_GUANAMBI,83830,0.0859,0.1932,0.0048,0.7038,0.0978,0.0024,98.8453,0.0251,0.0,0.037,0.0048,0.0
BA_GUARATINGA,23403,0.1282,0.2393,0.0,0.4914,0.0513,0.0256,99.0087,0.0171,0.0256,0.0128,0.0,0.0
BA_HELIOPOLIS,10638,0.1504,0.4418,0.0094,0.3666,0.0094,0.0,98.966,0.047,0.0,0.0,0.0094,0.0
BA_IACU,23470,0.0724,0.5283,0.0,0.5496,0.0426,0.0,98.7644,0.0341,0.0043,0.0043,0.0,0.0
BA_IBIASSUCE,11797,0.0932,0.2034,0.0,0.8561,0.0424,0.0,98.2453,0.551,0.0,0.0085,0.0,0.0
BA_IBICARAI,29661,0.3169,0.2798,0.0236,0.2731,0.0809,0.0135,98.9447,0.0034,0.0067,0.0303,0.027,0.0
BA_IBICOARA,14093,0.3761,0.3974,0.0071,0.3051,0.2342,0.0071,98.5028,0.1206,0.0,0.0497,0.0,0.0
BA_IBICUI,14265,0.0841,0.3225,0.014,0.4837,0.0421,0.0,98.9835,0.028,0.0,0.0421,0.0,0.0
BA_IBIPEBA,13733,0.1602,0.0874,0.0,0.284,0.1748,0.0291,99.2354,0.0,0.0,0.0291,0.0,0.0
BA_IBIPITANGA,15714,0.0064,0.07,0.0,0.0764,0.0318,0.0,99.6882,0.0445,0.0,0.0827,0.0,0.0
BA_IBIQUERA,4760,0.084,0.2101,0.0,0.5462,0.021,0.0,99.1176,0.021,0.0,0.0,0.0,0.0
BA_IBIRAPITANGA,20446,0.0636,0.2543,0.0,0.8266,0.0636,0.0587,98.6697,0.0147,0.0147,0.0342,0.0,0.0
BA_IBIRAPUA,8753,0.1828,0.2628,0.0,0.4341,0.297,0.1599,98.5605,0.0571,0.0,0.0457,0.0,0.0
BA_IBIRATAIA,22151,0.0451,0.3657,0.0045,0.6501,0.2934,0.0,98.6321,0.009,0.0,0.0,0.0,0.0
BA_IBITIARA,16347,0.0428,0.2447,0.0061,0.3854,0.0612,0.0,99.0335,0.0,0.0,0.2263,0.0,0.0
BA_IBITITA,15356,0.1498,0.1823,0.0065,0.1563,0.0195,0.0195,99.4334,0.0,0.0,0.026,0.0065,0.0
BA_IBOTIRAMA,38677,0.1241,0.1706,0.0129,0.3077,0.1241,0.031,99.1649,0.0362,0.0,0.0207,0.0052,0.0026
BA_ICHU,6804,0.3527,0.0735,0.0294,0.2352,0.0147,0.0,99.2945,0.0,0.0,0.0,0.0,0.0
BA_IGAPORA,13900,0.0504,0.0935,0.0,0.3022,0.0072,0.0,99.5252,0.0072,0.0,0.0144,0.0,0.0
BA_IGRAPIUNA,9969,0.0401,0.2809,0.01,1.0232,0.0502,0.0903,98.5054,0.0,0.0,0.0,0.0,0.0
BA_IGUAI,24242,0.0701,0.231,0.0041,0.5775,0.0289,0.0,99.0595,0.0,0.0,0.0289,0.0,0.0
BA_ILHEUS,189090,0.4109,0.6203,0.0349,0.8663,0.4405,0.01,97.4599,0.0497,0.0032,0.0888,0.0148,0.0005
BA_INHAMBUPE,33873,0.0709,0.6849,0.0295,0.6524,0.0413,0.059,98.4353,0.003,0.0,0.0207,0.003,0.0
BA_IPECAETA,17877,0.0559,0.0895,0.0839,0.8223,0.0168,0.0,98.8868,0.0056,0.0,0.0392,0.0,0.0
BA_IPIAU,53987,0.1852,0.4594,0.0093,0.5001,0.1019,0.0019,98.683,0.0074,0.0,0.0463,0.0056,0.0
BA_IPIRA,67178,0.0923,0.5895,0.0432,0.9199,0.0893,0.0,98.2331,0.0015,0.0,0.0298,0.0015,0.0
BA_IPUPIARA,8848,0.0226,0.1582,0.0,0.1469,0.0678,0.0,99.6044,0.0,0.0,0.0,0.0,0.0
BA_IRAJUBA,6589,0.0455,0.5464,0.0152,1.6391,0.2428,0.0,97.3896,0.0152,0.0,0.1062,0.0,0.0
BA_IRAMAIA,10262,0.1072,0.1754,0.0,0.9745,0.1657,0.0097,98.548,0.0097,0.0,0.0097,0.0,0.0
BA_IRAQUARA,20452,0.2738,0.1711,0.0049,0.2494,0.0147,0.0147,99.1688,0.0196,0.0,0.0831,0.0,0.0
BA_IRARA,31901,0.047,0.7147,0.0031,0.1818,0.0188,0.0031,99.0188,0.0094,0.0031,0.0,0.0,0.0
BA_IRECE,74868,0.2444,0.2792,0.004,0.4581,0.1135,0.0347,98.7565,0.0815,0.0,0.0267,0.0013,0.0
BA_ITABELA,31427,0.2227,0.4868,0.0191,1.0819,0.2609,0.0,97.779,0.0573,0.0,0.0891,0.0,0.0032
BA_ITABERABA,64878,0.168,0.7491,0.0123,0.336,0.1048,0.037,98.5465,0.0154,0.0015,0.0277,0.0015,0.0
BA_ITABUNA,249513,0.2236,0.5807,0.0248,0.6116,0.301,0.0273,98.0943,0.0281,0.0008,0.099,0.006,0.0028
BA_ITACARE,15784,0.3865,0.3548,0.0317,1.1341,0.8363,0.0127,97.0413,0.0507,0.0253,0.0697,0.0443,0.0127
BA_ITAETE,14489,0.0621,0.559,0.0,0.49,0.0828,0.0,98.6472,0.0207,0.0,0.138,0.0,0.0
BA_ITAGI,14009,0.0785,0.3926,0.0143,0.4497,0.0857,0.0071,98.9578,0.0071,0.0,0.0071,0.0,0.0
BA_ITAGIBA,13942,0.0717,0.2654,0.0215,0.1865,0.0287,0.0143,99.3832,0.0072,0.0,0.0215,0.0,0.0
BA_ITAGIMIRIM,8551,0.1754,0.2105,0.0,0.3041,0.1053,0.0117,98.889,0.0117,0.0,0.2924,0.0,0.0
BA_ITAGUACU DA BAHIA,6992,0.0858,0.0858,0.0286,0.1859,0.6722,0.0143,98.913,0.0143,0.0,0.0,0.0,0.0
BA_ITAJU DO COLONIA,6674,0.0749,0.1798,0.0,0.1798,0.03,0.0,99.4156,0.045,0.0,0.0749,0.0,0.0
BA_ITAJUIPE,25050,0.1238,0.495,0.004,0.4351,0.1916,0.004,98.6108,0.012,0.0,0.1078,0.0,0.016
BA_ITAMARAJU,87597,0.1541,0.4601,0.0377,1.1336,0.2477,0.008,97.7922,0.0491,0.0011,0.1027,0.0126,0.0011
BA_ITAMARI,8275,0.0363,0.0483,0.0,0.2659,0.0121,0.0121,99.5891,0.0121,0.0,0.0242,0.0,0.0
BA_ITAMBE,25050,0.2036,0.2994,0.008,0.6427,0.1597,0.0,98.503,0.0,0.004,0.1796,0.0,0.0
BA_ITANAGRA,4863,0.1851,0.8431,0.0411,0.3496,0.0,0.0,98.2727,0.1439,0.0,0.1645,0.0,0.0
BA_ITANHEM,22522,0.8081,0.151,0.0178,1.0523,0.3019,0.0044,97.589,0.0222,0.0,0.0488,0.0044,0.0
BA_ITAPARICA,15893,0.1762,0.6607,0.0566,0.6292,0.3209,0.0,98.125,0.0126,0.0,0.0126,0.0063,0.0
